"timestamp","CARBON_INTENSITY","LOW_CARBON","ZERO_CARBON","RENEWABLE","type","CI_lower_80","CI_upper_80","CI_lower_95","CI_upper_95"
2012-10-31,544.7854167,8821.747222,8821.747222,2027.047222,"Historical",NA,NA,NA,NA
2012-11-30,536.3986111,9449.643056,9449.643056,2943.409028,"Historical",NA,NA,NA,NA
2012-12-31,513.2419355,11312.32863,11312.32863,3429.123656,"Historical",NA,NA,NA,NA
2013-01-31,507.8622312,11906.62634,11906.62634,3260.551075,"Historical",NA,NA,NA,NA
2013-02-28,520.4174107,10700.22173,10700.22173,2941.045387,"Historical",NA,NA,NA,NA
2013-03-31,524.6843876,10077.54441,10077.54441,2824.03432,"Historical",NA,NA,NA,NA
2013-04-30,477.7541667,10954.36597,10954.36597,3295.255556,"Historical",NA,NA,NA,NA
2013-05-31,480.5517473,9063.614919,9063.614919,3089.880376,"Historical",NA,NA,NA,NA
2013-06-30,443.3895833,8656.311111,8656.311111,2279.547917,"Historical",NA,NA,NA,NA
2013-07-31,436.7385753,9612.405242,9612.405242,1722.241263,"Historical",NA,NA,NA,NA
2013-08-31,437.9361559,10653.45968,10653.45968,2089.512097,"Historical",NA,NA,NA,NA
2013-09-30,472.5965278,9721.994444,9721.994444,2526.648611,"Historical",NA,NA,NA,NA
2013-10-31,476.9543011,10912.82728,10912.82728,3507.1875,"Historical",NA,NA,NA,NA
2013-11-30,475.0402778,11083.59375,11083.59375,3583.611806,"Historical",NA,NA,NA,NA
2013-12-31,448.7674731,13059.13777,13059.13777,4965.492608,"Historical",NA,NA,NA,NA
2014-01-31,464.3723118,12297.86022,12297.86022,4653.044355,"Historical",NA,NA,NA,NA
2014-02-28,452.8489583,12627.3936,12627.3936,5546.119048,"Historical",NA,NA,NA,NA
2014-03-31,473.6769852,10794.70323,10794.70323,4140.684388,"Historical",NA,NA,NA,NA
2014-04-30,445.9034722,10631.09097,10631.09097,3324.788194,"Historical",NA,NA,NA,NA
2014-05-31,410.1323925,9964.587366,9964.587366,2731.104167,"Historical",NA,NA,NA,NA
2014-06-30,358.5666667,10063.53611,10063.53611,2198.285417,"Historical",NA,NA,NA,NA
2014-07-31,336.5013441,9922.882392,9922.882392,2599.198253,"Historical",NA,NA,NA,NA
2014-08-31,329.094086,10355.69892,10355.69892,3824.875,"Historical",NA,NA,NA,NA
2014-09-30,449.7326389,8239,8239,2124.578472,"Historical",NA,NA,NA,NA
2014-10-31,434.8951613,9876.776882,9876.776882,4698.046371,"Historical",NA,NA,NA,NA
2014-11-30,461.5138889,9305.604167,9305.604167,3989.152083,"Historical",NA,NA,NA,NA
2014-12-31,411.9509409,13428.66935,13428.66935,5797.554435,"Historical",NA,NA,NA,NA
2015-01-31,407.9630376,14523.89382,14523.89382,6242.991935,"Historical",NA,NA,NA,NA
2015-02-28,431.7001488,12975.68973,12975.68973,4829.694196,"Historical",NA,NA,NA,NA
2015-03-31,425.4979812,12526.04172,12526.04172,5421.717362,"Historical",NA,NA,NA,NA
2015-04-30,390.3027778,11638.48056,11638.48056,4327.284028,"Historical",NA,NA,NA,NA
2015-05-31,322.6888441,12676.55108,12676.55108,5452.002016,"Historical",NA,NA,NA,NA
2015-06-30,325.3798611,11693.62361,11693.62361,4501.309722,"Historical",NA,NA,NA,NA
2015-07-31,322.2775538,11657.97312,11657.97312,4427.087366,"Historical",NA,NA,NA,NA
2015-08-31,316.4892473,10932.78293,10932.78293,4081.071909,"Historical",NA,NA,NA,NA
2015-09-30,332.2041667,10641.24861,10641.24861,3646.679861,"Historical",NA,NA,NA,NA
2015-10-31,377.7063172,11122.89583,11122.89583,3352.62164,"Historical",NA,NA,NA,NA
2015-11-30,333.7395833,13478.59722,13478.59722,5787.339583,"Historical",NA,NA,NA,NA
2015-12-31,290.4159946,15009.60954,15009.60954,6760.610215,"Historical",NA,NA,NA,NA
2016-01-31,314.9610215,13365.50202,13365.50202,5744.829301,"Historical",NA,NA,NA,NA
2016-02-29,329.7507184,13099.64871,13099.64871,5606.117098,"Historical",NA,NA,NA,NA
2016-03-31,321.153432,11690.52557,11690.52557,4592.201884,"Historical",NA,NA,NA,NA
2016-04-30,271.9451389,12033.05903,12033.05903,5107.838194,"Historical",NA,NA,NA,NA
2016-05-31,232.8669355,12191.83132,12191.83132,5195.804435,"Historical",NA,NA,NA,NA
2016-06-30,260.9652778,11112.57431,11112.57431,3635.442361,"Historical",NA,NA,NA,NA
2016-07-31,224.375,12670.10551,12670.10551,4686.879032,"Historical",NA,NA,NA,NA
2016-08-31,213.5228495,12839.3004,12839.3004,4962.46707,"Historical",NA,NA,NA,NA
2016-09-30,236.526096,13019.1872,13019.1872,5057.356994,"Historical",NA,NA,NA,NA
2016-10-31,282.0040323,12188.44556,12188.44556,4568.461022,"Historical",NA,NA,NA,NA
2016-11-30,306.4034722,13156.67292,13156.67292,4982.484028,"Historical",NA,NA,NA,NA
2016-12-31,294.3635753,13582.6875,13582.6875,5555.771505,"Historical",NA,NA,NA,NA
2017-01-31,339.8635753,13158.14247,13158.14247,5766.705645,"Historical",NA,NA,NA,NA
2017-02-28,293.1904762,15236.2567,15236.2567,7179.164435,"Historical",NA,NA,NA,NA
2017-03-31,237.6904441,14492.20861,14492.20861,7032.978466,"Historical",NA,NA,NA,NA
2017-04-30,213.0291667,13445.81875,13445.81875,6441.879167,"Historical",NA,NA,NA,NA
2017-05-31,210.7090054,13412.48925,13412.48925,5788.236559,"Historical",NA,NA,NA,NA
2017-06-30,192.7152778,14843.89097,14843.89097,6681.854861,"Historical",NA,NA,NA,NA
2017-07-31,207.9777927,13044.14805,13044.14805,5697.530283,"Historical",NA,NA,NA,NA
2017-08-31,199.2513441,13585.58804,13585.58804,5693.099462,"Historical",NA,NA,NA,NA
2017-09-30,219.7076389,14077.90903,14077.90903,6340.552778,"Historical",NA,NA,NA,NA
2017-10-31,207.5288978,15657.31519,15657.31519,8150.999328,"Historical",NA,NA,NA,NA
2017-11-30,279.1341209,16184.65393,14693.79083,7748.917999,"Historical",NA,NA,NA,NA
2017-12-31,282.6612903,16102.94355,14558.29637,7827.165323,"Historical",NA,NA,NA,NA
2018-01-31,225.2869624,16922.09274,15759.28495,8787.685484,"Historical",NA,NA,NA,NA
2018-02-28,261.5892857,17084.71726,15699.7381,8205.535714,"Historical",NA,NA,NA,NA
2018-03-31,282.8297443,16578.48318,14919.2611,7769.823688,"Historical",NA,NA,NA,NA
2018-04-30,199.7972222,16281.69931,14479.50833,7368.379861,"Historical",NA,NA,NA,NA
2018-05-31,186.0746469,15456.48487,13416.76597,6577.432414,"Historical",NA,NA,NA,NA
2018-06-30,192.4118467,14794.62578,13122.03415,5796.663415,"Historical",NA,NA,NA,NA
2018-07-31,203.1653226,13851.7043,12154.92204,5058.050403,"Historical",NA,NA,NA,NA
2018-08-31,182.5195946,15490.72905,13588.51284,6108.025,"Historical",NA,NA,NA,NA
2018-09-30,188.930459,17456.58762,15467.38387,8265.951321,"Historical",NA,NA,NA,NA
2018-10-31,205.8950908,16584.80565,14306.27169,8554.938803,"Historical",NA,NA,NA,NA
2018-11-30,232.1069444,17761.97292,15540.36875,9397.681944,"Historical",NA,NA,NA,NA
2018-12-31,214.125,17163.84476,14950.8078,8370.485887,"Historical",NA,NA,NA,NA
2019-01-31,248.688172,15758.86425,13857.03091,7711.942204,"Historical",NA,NA,NA,NA
2019-02-28,195.7938988,17333.84077,15564.79018,9206.037946,"Historical",NA,NA,NA,NA
2019-03-31,174.9751009,17731.04576,15879.1144,10195.01615,"Historical",NA,NA,NA,NA
2019-04-30,189.6798611,16230.99514,14555.51319,8241.935417,"Historical",NA,NA,NA,NA
2019-05-31,186.1229839,14453.13508,12379.0457,6270.952957,"Historical",NA,NA,NA,NA
2019-06-30,191.7305556,14001.72639,12032.6625,7586.607639,"Historical",NA,NA,NA,NA
2019-07-31,195.4072581,13837.31855,11989.78562,6814.229167,"Historical",NA,NA,NA,NA
2019-08-31,156.9475806,16394.64516,14522.2453,8740.979167,"Historical",NA,NA,NA,NA
2019-09-30,156.2166667,16998.07778,15254.73819,8820.920833,"Historical",NA,NA,NA,NA
2019-10-31,179.9616935,17373.94355,15775.33535,9151.907258,"Historical",NA,NA,NA,NA
2019-11-30,216.5944444,16880.32778,14323.87986,7650.713889,"Historical",NA,NA,NA,NA
2019-12-31,179.2432796,19574.38508,16885.14315,10320.50605,"Historical",NA,NA,NA,NA
2020-01-31,184.6303763,20481.34409,18125.42406,11442.42137,"Historical",NA,NA,NA,NA
2020-02-29,154.9511494,21517.64871,19484.14583,13819.96983,"Historical",NA,NA,NA,NA
2020-03-31,167.4266487,18188.31157,16042.83647,11483.92598,"Historical",NA,NA,NA,NA
2020-04-30,149.1145833,15834.56319,13821.16944,8566.019444,"Historical",NA,NA,NA,NA
2020-05-31,136.2298387,16059.53965,13878.46841,8340.512769,"Historical",NA,NA,NA,NA
2020-06-30,164.6833333,14987.76181,12802.02431,8182.438194,"Historical",NA,NA,NA,NA
2020-07-31,173.9254032,15477.15524,13228.22446,8031.451613,"Historical",NA,NA,NA,NA
2020-08-31,191.3877688,13587.59341,11965.79032,7736.288306,"Historical",NA,NA,NA,NA
2020-09-30,185.9111111,15204.19167,13804.62222,9061.379861,"Historical",NA,NA,NA,NA
2020-10-31,158.328629,17693.75403,15905.36156,9818.358871,"Historical",NA,NA,NA,NA
2020-11-30,170.1923611,17679.61736,15534.13194,9637.7875,"Historical",NA,NA,NA,NA
2020-12-31,178,18410.27083,15980.21035,9705.602823,"Historical",NA,NA,NA,NA
2021-01-31,210.4737903,16724.43347,14511.68212,8783.773522,"Historical",NA,NA,NA,NA
2021-02-28,168.6540179,19024.54688,16728.41295,11875.46726,"Historical",NA,NA,NA,NA
2021-03-31,174.1998654,17151.14199,14498.05114,10022.37618,"Historical",NA,NA,NA,NA
2021-04-30,195.5631944,14766.34514,12852.91667,7886.565278,"Historical",NA,NA,NA,NA
2021-05-31,178.2076613,14877.10215,12640.41667,8079.386425,"Historical",NA,NA,NA,NA
2021-06-30,169.8305556,14552.48125,12349.13403,7036.966667,"Historical",NA,NA,NA,NA
2021-07-31,205.8615591,12319.78831,10164.58871,5732.732527,"Historical",NA,NA,NA,NA
2021-08-31,179.405914,13422.92944,11671.57258,7239.977151,"Historical",NA,NA,NA,NA
2021-09-30,202.0854167,13377.90278,11836.50694,6965.136806,"Historical",NA,NA,NA,NA
2021-10-31,147.6760753,18043.91935,15914.6297,11395.13038,"Historical",NA,NA,NA,NA
2021-11-30,180.9458333,18835.60833,16478.61667,10853.22708,"Historical",NA,NA,NA,NA
2021-12-31,185.452957,18383.54906,15790.64785,10071.06989,"Historical",NA,NA,NA,NA
2022-01-31,182.9146505,19002.27151,16689.21909,11187.78495,"Historical",NA,NA,NA,NA
2022-02-28,126.2708333,23233.12426,21115.27679,16008.79985,"Historical",NA,NA,NA,NA
2022-03-31,185.1736205,17516.73822,15659.26312,9977.446837,"Historical",NA,NA,NA,NA
2022-04-30,179.7805556,16966.48542,15337.01875,9869.525694,"Historical",NA,NA,NA,NA
2022-05-31,182.250672,16718.46035,15647.61694,10177.28495,"Historical",NA,NA,NA,NA
2022-06-30,181.4861111,16535.21389,15060.24444,9314.213889,"Historical",NA,NA,NA,NA
2022-07-31,207.6740591,15146.00739,13319.66196,8547.327285,"Historical",NA,NA,NA,NA
2022-08-31,218.7983871,13615.14919,11749.53831,7242.271505,"Historical",NA,NA,NA,NA
2022-09-30,209.6458333,15886.57847,13893.15903,9332.8125,"Historical",NA,NA,NA,NA
2022-10-31,153.328629,18655.02688,17657.0961,13162.07258,"Historical",NA,NA,NA,NA
2022-11-30,164.4430556,19059.68264,17385.24583,12938.72153,"Historical",NA,NA,NA,NA
2022-12-31,175.9079301,18416.04032,16691.79301,11181.47513,"Historical",NA,NA,NA,NA
2023-01-31,140.0880376,20793.98051,19215.50269,14170.41465,"Historical",NA,NA,NA,NA
2023-02-28,164.9375,17387.78423,15549.36161,11986.83929,"Historical",NA,NA,NA,NA
2023-03-31,155.9131898,16896.85262,15317.26245,11183.81157,"Historical",NA,NA,NA,NA
2023-04-30,157.0125,15759.79792,14091.21667,9842.763889,"Historical",NA,NA,NA,NA
2023-05-31,146.7896505,13302.74194,12486.60887,8258.181452,"Historical",NA,NA,NA,NA
2023-06-30,162.0819444,13738.96875,12951.56111,8305.829861,"Historical",NA,NA,NA,NA
2023-07-31,137.0248656,16066.28629,14659.75134,10472.78293,"Historical",NA,NA,NA,NA
2023-08-31,156.0510753,14240.02755,13084.69892,8969.266129,"Historical",NA,NA,NA,NA
2023-09-30,155.5569444,15845.10833,14587.93681,9439.008333,"Historical",NA,NA,NA,NA
2023-10-31,134.1451613,18142.69892,16275.73522,11993.9832,"Historical",NA,NA,NA,NA
2023-11-30,159.075,17860.85139,15497.55903,11558.05764,"Historical",NA,NA,NA,NA
2023-12-31,121.3427419,21637.72849,19626.20228,14762.12298,"Historical",NA,NA,NA,NA
2024-01-31,166.5544355,18869.5,16618.35618,13327.55578,"Historical",NA,NA,NA,NA
2024-02-29,131.5201149,19269.74353,17029.60057,13265.46983,"Historical",NA,NA,NA,NA
2024-03-31,127.2065949,18073.23486,16356.0747,12569.23217,"Historical",NA,NA,NA,NA
2024-04-30,91.51041667,21001.54167,18794.25278,13647.88403,"Historical",NA,NA,NA,NA
2024-05-31,122.3178763,14981.73185,12938.56586,8072.227823,"Historical",NA,NA,NA,NA
2024-06-30,98.98611111,16580.15972,14756.55069,10054.59097,"Historical",NA,NA,NA,NA
2024-07-31,95.46969697,17255.81818,15566.32386,10693.58902,"Historical",NA,NA,NA,NA
2025-01-01,114.233689391645,16714.7851258537,14215.0775073197,10062.3557623025,"Forecast",76.4234402063836,152.043938576906,56.407903335112,172.059475448178
2025-02-01,119.590071628114,17358.949331827,15350.5065510273,10827.957775262,"Forecast",75.2623096659911,163.917833590236,51.7966099392706,187.383533316956
2025-03-01,75.359737214869,19740.5230060243,17018.5900221476,13278.0982932373,"Forecast",28.9949185835556,121.724555846182,4.45086619453761,146.2686082352
2025-04-01,95.867442422672,20080.1411431393,16673.591631915,12968.3505410025,"Forecast",46.9833539992855,144.751530846058,21.1056807403057,170.629204105038
2025-05-01,86.5554009243614,21382.1534269958,17885.1202927034,13676.9450807485,"Forecast",34.5702228462579,138.540579002465,7.05093188671815,166.059869962005
2025-06-01,90.6596885764603,20885.9309233083,17587.3798131637,14013.2445204822,"Forecast",35.7905805163956,145.528796636525,6.7446292430008,174.57474790992
2025-07-01,73.3802408851826,21335.7797734545,16665.7470468717,14796.069038858,"Forecast",15.9125581254042,130.847923644961,-14.5089955001472,161.269477270512
2025-08-01,81.4257530735928,19538.9140571909,16368.0695796962,13172.6994894226,"Forecast",21.4800952725196,141.371410874666,-10.2532191024019,173.104725249588
2025-09-01,66.450997651642,19574.0766212775,16846.938154481,12645.9902582319,"Forecast",4.10016427891329,128.801831024371,-28.9063731340389,161.808368437323
2025-10-01,75.389980937272,17093.7779613326,14378.6617474822,10512.7393270587,"Forecast",10.7188749142049,140.061086960339,-23.5159406451488,174.295902519693
2025-11-01,71.734120311828,17482.3107951928,15135.3481165905,10899.1060514276,"Forecast",4.82758782605207,138.640652797604,-30.590591021074,174.05883164473
2025-12-01,66.7412718371502,17714.4341556338,15907.3596900793,11229.2858125229,"Forecast",-2.32699933102589,135.809543005326,-38.8895335113218,172.372077185622
2026-01-01,83.8879950564588,17128.1770834221,14988.6812595751,10800.6754493162,"Forecast",7.69634888837201,160.079641224546,-32.637072234774,200.413062347692
2026-02-01,83.7736373453701,18191.8755399083,15812.716034006,11597.0312191981,"Forecast",3.15742707117454,164.389847619566,-39.5182168067383,207.065491497479
2026-03-01,45.4577304332362,20493.6744605718,16872.4590198964,14047.1793009476,"Forecast",-38.2524117201763,129.167872586649,-82.5658842011814,173.481345067654
2026-04-01,65.5278769355855,20751.687817769,16528.9406164587,13737.4374746139,"Forecast",-21.3649483333459,152.420702204517,-67.3632314839691,198.41898535514
2026-05-01,50.1350223827847,22049.1014195345,18139.7650499011,14446.036657056,"Forecast",-40.0578274098045,140.327872175374,-87.8030380193221,188.073082784891
2026-06-01,60.8173231059714,21607.0370561915,17166.3303006891,14782.3397341482,"Forecast",-32.5454781876641,154.180124399607,-81.968759757213,203.603405969156
2026-07-01,46.2860062221684,22056.8332956151,16970.1913990098,15565.1671022425,"Forecast",-50.0961633935016,142.668175837838,-101.117802003268,193.689814447605
2026-08-01,45.8239303239359,20249.513339069,16673.1863344899,13941.7997854426,"Forecast",-53.4831321449616,145.130992792833,-106.053115502773,197.700976150645
2026-09-01,26.6234860730291,20284.9310246332,17543.5168190809,13415.0923034285,"Forecast",-75.5334543802376,128.780426526296,-129.61207201325,182.859044159308
2026-10-01,39.5284026102333,17812.901432037,15002.3012919885,11281.8427426622,"Forecast",-65.4025784885168,144.459383708983,-120.949684534553,200.006489755019
2026-11-01,32.687753996572,18203.6411507291,15787.9659206459,11668.2105406875,"Forecast",-74.9442669269305,140.319774920075,-131.921217085821,197.296725078965
2026-12-01,23.7467530134359,18435.4312894581,16286.7274177724,11998.3911429479,"Forecast",-86.5196856452579,134.01319167213,-144.891212313144,192.384718340016
2027-01-01,41.9271962189262,17849.9858349861,15580.8882181281,11569.7814387589,"Forecast",-76.8773760451561,160.731768483008,-139.768717622306,223.623110060158
2027-02-01,43.7963422007204,18915.5236900173,16191.8118074585,12366.1377249537,"Forecast",-80.4480849945707,168.040769396012,-146.219111823634,233.811796225075
2027-03-01,7.04055915294123,21218.4039549174,17037.7200444502,14816.2862112127,"Forecast",-121.072491482092,135.153609787975,-188.891443854302,202.972562160184
2027-04-01,28.3676710861021,21476.9630808338,16820.2284408536,14506.5447017954,"Forecast",-103.745307956972,160.480650129176,-173.681694523844,230.417036696048
2027-05-01,10.2568349196743,22774.9529122818,17722.3752031102,15215.1441325282,"Forecast",-126.022455677152,146.536125516501,-198.164354355641,218.67802419499
2027-06-01,26.2070000546004,22333.5411915311,17303.073936359,15551.4474041458,"Forecast",-114.098146126101,166.512146235302,-188.371204017073,240.785204126274
2027-07-01,6.03142966483175,22783.8483798676,16968.9135720125,16334.2749246426,"Forecast",-138.129286858274,150.192146187938,-214.443360400057,226.506219729721
2027-08-01,7.9215184487669,20976.9054404992,16781.046874536,14710.9077272437,"Forecast",-139.990899720627,155.833936618161,-218.291004146877,234.134041044411
2027-09-01,-13.3859335720164,21012.6523397074,17217.5595708963,14184.2003387753,"Forecast",-164.968167205845,138.196300061812,-245.210954590337,218.439087446305
2027-10-01,2.04019219576876,18540.9249071936,15632.9490822907,12050.9508512981,"Forecast",-153.127025509343,157.20740990088,-235.267588825174,239.347973216711
2027-11-01,-7.3000516437249,18931.9181200568,16120.9987018167,12437.3187067425,"Forecast",-165.969339200275,151.369235912826,-249.963786310783,235.363683023333
2027-12-01,-13.5296527867004,19163.9152874336,16515.3353723475,12767.4993539882,"Forecast",-175.624758037074,148.565452463673,-261.43272348831,234.373417914909
2028-01-01,4.39094802206104,18578.6458610584,16007.6552834186,12338.8896850434,"Forecast",-166.901166849608,175.68306289373,-257.57773510424,266.359631148362
2028-02-01,6.29325923393893,19644.3361737087,16455.4388047108,13135.2459988505,"Forecast",-171.263947460604,183.850465928482,-265.257054989237,277.843573457114
2028-03-01,-32.7312998061417,21947.34579194,17051.9143251538,15585.3945067426,"Forecast",-214.992255034874,149.52965542259,-311.475376627099,246.012777014815
2028-04-01,-12.0635597149569,22206.0135809815,16877.9671506494,15275.653014274,"Forecast",-199.158678255687,175.031558825774,-298.200851324642,274.073731894728
2028-05-01,-27.1703387821814,23504.0955397675,17653.3676971541,15984.2524582854,"Forecast",-219.266247124401,164.925569560038,-320.955678405455,266.615000841092
2028-06-01,-15.8728708253121,23062.7623982047,17227.8497960528,16320.5557403062,"Forecast",-212.825546667534,181.07980501691,-317.085995359639,285.340253709014
2028-07-01,-33.2635474450356,23513.136311018,17056.6942257072,17103.3832689534,"Forecast",-234.896851951051,168.36975706098,-341.635075786658,275.107980896587
2028-08-01,-30.8804237241472,21706.249846636,16906.36017096,15480.0160779401,"Forecast",-237.084648237356,175.323800789062,-346.242570961785,284.48172351349
2028-09-01,-49.9687549602817,21742.0446399063,17307.890173111,14953.3086944745,"Forecast",-260.65601445307,160.718504532506,-372.187112542974,272.24960262241
2028-10-01,-36.9530723366178,19270.3578986229,16029.4126837905,12820.0592109168,"Forecast",-252.031943842672,178.125799169436,-365.887820903092,291.981676229856
2028-11-01,-44.071348314562,19661.3856519545,16424.0408670516,13206.427069432,"Forecast",-263.451935167998,175.309238538874,-379.585002778614,291.44230614949
2028-12-01,-51.048508032781,19893.4121102715,16703.4735483787,13536.6077190835,"Forecast",-274.647437040949,172.550420975387,-393.013560099572,290.91654403401
2029-01-01,-33.2034607378728,19308.1675325781,16325.2602458581,13107.9980520235,"Forecast",-265.533595082948,199.126673607203,-388.521739051702,322.114817575956
2029-02-01,-31.7666402024047,20373.878936468,16655.4786949386,13904.3543673074,"Forecast",-270.607357430658,207.074077025848,-397.041995790739,333.50871538593
2029-03-01,-69.7740793391163,22676.9064537959,17104.6575240814,16354.5028763564,"Forecast",-313.868566511796,174.320407833564,-443.084382682175,303.536224003943
2029-04-01,-48.9912138391298,22935.5894287286,16982.1258863852,16044.7613847942,"Forecast",-298.432188126925,200.449760448665,-430.478263612973,332.495835934713
2029-05-01,-65.2982531353841,24233.6842722618,17508.8135852098,16753.3608295157,"Forecast",-320.208680045547,189.612173774779,-455.150108854772,324.553602584003
2029-06-01,-52.3795006351071,23792.3620645867,17241.7382809476,17089.6641120928,"Forecast",-312.630511352776,207.871510082562,-450.399074455391,345.640073185176
2029-07-01,-70.1810864225034,24242.7452556055,17086.3549764568,17872.491641176,"Forecast",-335.616702355353,195.254529510346,-476.129829672262,335.767656827255
2029-08-01,-68.623446702173,22435.8666638719,16980.4860356496,16249.1244505041,"Forecast",-339.141445162491,201.894551758145,-482.345023271565,345.098129867219
2029-09-01,-88.5761361396205,22471.6681371982,17244.3420332625,15722.4170673061,"Forecast",-364.09208220982,186.939809930579,-509.94141396564,332.789141686399
2029-10-01,-74.6738045310674,19999.9870642575,16347.789266646,13589.167583958,"Forecast",-355.100292476902,205.752683414768,-503.549108078706,354.201499016571
2029-11-01,-82.5699786689439,20391.0196274441,16624.217733896,13975.5354426374,"Forecast",-367.820823699079,202.680866361191,-518.823499674239,353.683542336351
2029-12-01,-89.7055272166157,20623.0501670694,16834.0812791767,14305.7160924176,"Forecast",-379.699957654126,200.288903220895,-533.213736059693,353.802681626461
